Código;Descripción;Descripción adicional;Sinónimo;Código de barras;Tipo;Escala
14030282;Cupla  Pvc Ø 110mm;;;;Simple;No usa
14030283;Cupla Pvc Ø 20mm ;;;;Simple;No usa
14030284; Caño hg ½” x 1.20 cm      ;;;;Simple;No usa
14030285;Cupla  Pvc Ø 32mm RH – 1”;;;;Simple;No usa
14030286;Cupla  Pvc Ø 20mm RH – ½ ”;;;;Simple;No usa
14030287;Codo de Pvc 25mm a 90 º;;;;Simple;No usa
14030288;Codo de Pvc 25mm RH ¾ “ a 90°;;;;Simple;No usa
14030289;Codo de Pvc 20mm a 90 º;;;;Simple;No usa
14030290;Cupla Reduc. concént. PVCØ63;50mm cloacal ;;;Simple;No usa
14030291;Buje Reduc. corto PVC Ø63-50mm;;;;Simple;No usa
14030292;Buje Reduc. corto PVC Ø25-20mm;;;;Simple;No usa
14030293;Mango Pvc Ø 110mm RM–4;;;;Simple;No usa
14030294;"Mango Pvc  Ø 25mm RM–¾"" ";;;;Simple;No usa
14030295;"Válvula Esférica Pvc Ø 25mm–¾""";;;;Simple;No usa
14030296;Válvula Esférica Pvc Ø 63mm;;;;Simple;No usa
14030297;Bridas Giratorias De Pvc x75mm;;;;Simple;No usa
14030298;Bridas Giratorias De Pvc x63mm;;;;Simple;No usa
14030299;Junta Plana Eva Ø 90mm;;;;Simple;No usa
14030300;Junta Plana Eva Ø 63mm;;;;Simple;No usa
14030301;Montura de PvcØ 75mm c/deriv 1;;;;Simple;No usa
14030302;Tapón De Pvc Ø 75mm ;;;;Simple;No usa
14030303;Tapón De Pvc Ø 63mm ;;;;Simple;No usa
14030304;Tapón De Pvc Ø 40mm ;;;;Simple;No usa
14030305;Tapón De Pvc Ø 32mm;;;;Simple;No usa
14030306;Cupla Concéntrica c/ junta ;Junta 110-95-75 mm;;;Simple;No usa
14030307;Curva Larga Pvc HH-75mm x 45°;;;;Simple;No usa
14030308;Curva Larga Pvc   75mm – 90°;;;;Simple;No usa
14030309;"Salida tanque PP 1/2""";;;;Simple;No usa
14030310;"Salida tanque PP 3/4""";;;;Simple;No usa
14030311;"Tuerca 3/8"" ";;;;Simple;No usa
14030312;"Arandela Epam 3/8""x7/8""";;;;Simple;No usa
14030313;"Bulón 3/8"" grado 8.8";;;;Simple;No usa
14030314;Membrana de Reposición 40L ;;;;Simple;No usa
14030315;Válvula Esférica ¾”R-H-H;;;;Simple;No usa
14030316;Curva PVC 45° 55mm  ;;;;Simple;No usa
14030317;Curva PVC 45° 75mm  ;;;;Simple;No usa
14030318;Codo espiga 90° - ½” ;;;;Simple;No usa
14030319;Codo PVC 90° 50mm cloacal;;;;Simple;No usa
14030320;Caño PVC 50mm cloacal ;;;;Simple;No usa
14030321;Unión Doble polipropileno ½”;;;;Simple;No usa
14030322;Válvula esférica 63 mm;termofusión ;;;Simple;No usa
14030323;Te 2 ½” (termofusión);termofusión ;;;Simple;No usa
14030324;Cupla 2 ½” (termofusión);termofusión ;;;Simple;No usa
14030325;Tapa 63mm pvc;;;;Simple;No usa
14030326;Tubos 63mm pvc cloacal;;;;Simple;No usa
14030327;Manguera Pead  ¾” ;rollo x100mts;;;Simple;No usa
14030328;Tee Espiga doble enchufe ¾”;;;;Simple;No usa
14030329;Caño A-53 c/costura;;;;Simple;No usa
14030330;Válvula esférica p/vapor 1 1/4;;;;Simple;No usa
14030331;Vástago p/ griferia ;;;;Simple;No usa
14030332;Volante p/ducha c/ inserto;;;;Simple;No usa
14030333;Rejilla metálica p/ baño;;;;Simple;No usa
14030334;Juego de dados termofusora 1';termofusión ;;;Simple;No usa
14030335;"Conector 1"" a macho ½ plástico";;;;Simple;No usa
14030336;Espiga macho de 1” a ½;;;;Simple;No usa
14030337;"Unión doble Hembra 1""";;;;Simple;No usa
14030338;Válvula angular acero inox 1/2;A presión de 1/2 FV;;;Simple;No usa
14030339;Junta plana teflon exp 10x25mm;;;;Simple;No usa
14030340;Tubo pvc K10 250mm c/junta ela;C/ junta elástica;;;Simple;No usa
14030341;"Niple HG 3"" de 20cm ";;;;Simple;No usa
14030342;Teflón alta densidad 19mm x 0,1mm x 40m x 0,7g ;;;;Simple;No usa
14030343;Manguito PVC de 40mm;;;;Simple;No usa
14030344;Reducción concéntrica 63x50;;;;Simple;No usa
14030345;Caño PVC 75mm cloacal;;;;Simple;No usa
14030346;Termocupla punta con rosca;;;;Simple;No usa
14040001;Sintético - 4 Litros ;;;;Simple;No usa
14040002;Sintético X 1 Litro;;;;Simple;No usa
14040003;Clip P/Instalac.De Extractores;;;;Simple;No usa
14040004;Chupete Pico Pato Para Lechon ;;;;Simple;No usa
14040005;Solenoide Mas Válvula (Epoxi);;;;Simple;No usa
14040006;Ruleman  6205 ;;;;Simple;No usa
14040007;Rollo De Tela Anti Pájaro ;(F. Hexag) X Rollo ;;;Simple;No usa
14040008;Rollo De Tela Anti Pájaro ;(F. Cuad.) X Rollo  ;;;Simple;No usa
14040009;Cemento ;;;;Simple;No usa
14040010;Parrilla Metál.4,2 X3X2 -25X20;Metálica;;;Simple;No usa
14040011;Perfil C Negro 100Mm;;;;Simple;No usa
14040012;Hierro Liso N°8;;;;Simple;No usa
14040013;Caño Estruct.30X20X2,5X2Mm ;Estructural;;;Simple;No usa
14040014;Hierro Nervado N°6;;;;Simple;No usa
14040015;Latex Blanco  X 20 Litros ;;;;Simple;No usa
14040016;Pintura Asfaltica Litros;;;;Simple;No usa
14040017;Hierro Liso N°12;;;;Simple;No usa
14040018;Chapas T 101 X 6,5 ;;;;Simple;No usa
14040019;Chapas T 101 X 4;;;;Simple;No usa
14040020;Viguetas Prensada X 2 Metros ;;;;Simple;No usa
14040021;Hierro Cuadrado N°14;;;;Simple;No usa
14040022;Chapón N°16 Liso;;;;Simple;No usa
14040023;Pintura Epoxi-4 Litros;;;;Simple;No usa
14040024;Cable Canal Ranurado 40 X 40;;;;Simple;No usa
14040025;Cable Canal Ranurado 25 X 40 ;;;;Simple;No usa
14040026;Planchuela 32Mm X 5Mm ;"(1 1/4"" X 3/16"")";;;Simple;No usa
14040027;Planchuela  12Mm X 3Mm  ;"(1/2""X1/8"") ";;;Simple;No usa
14040028;Planchuela 32Mm X 3Mm;"  ( 1 1/4"" X 1/8"")";;;Simple;No usa
14040029;Planchuela 22Mm X 5Mm;;;;Simple;No usa
14040030;"Tubing 2 7/8"" X 950 Mts.";;;;Simple;No usa
14040031;Naylon  500 Micrones;;;;Simple;No usa
14040032;Planiseal 88;;;;Simple;No usa
14040033;Chapa T101 zinc C25X6,50;;;;Simple;No usa
14040034;Perfil C Negro 200-60-20-25Mm;;;;Simple;No usa
14040035;Ladrillo Ceramico P/Techo N°12;;;;Simple;No usa
14040036;Block Vibrado 9X19X39;;;;Simple;No usa
14040037;Block Prensado 15;;;;Simple;No usa
14040038;Látex  X  Litros ;Rojo teja ;;;Simple;No usa
14040039;Membrana Liquida X 2O Litros.;;;;Simple;No usa
14040040;Montantes 7 X 3 X2;;;;Simple;No usa
14040041;Solera 70Mm;;;;Simple;No usa
14040042;Cerámica Esmaltada 43x43; Blanca 17 Unidxcaja;;;Simple;No usa
14040043;Block Prensado N°10;;;;Simple;No usa
14040044;Acople Rakord 75Mm;;;;Simple;No usa
14040045;Soleras 35 Mm;;;;Simple;No usa
14040046;Montantes 35Mm;;;;Simple;No usa
14040047;Hierro Liso N°14;;;;Simple;No usa
14040048;Hierro Liso N°10;;;;Simple;No usa
14040049;Block Prensado N°13;;;;Simple;No usa
14040050;Caño Hg 34Mm X 2Mm ;;;;Simple;No usa
14040051;Caño Estructural 40X40;;;;Simple;No usa
14040052;Chapon Calibre 14X2,40X1,22;;;;Simple;No usa
14040053;Chupete Seco-Humedo ;Para Comederos ;;;Simple;No usa
14040054;Poliuretano 3M 750Mm ;;;;Simple;No usa
14040055;Cal Hidratada;;;;Simple;No usa
14040056;Sica Grout 212*25 Kg ;;;;Simple;No usa
14040057;Perfil C Negro 80 Mm ;;;;Simple;No usa
14040058;Tela Esmeril 60;;;;Simple;No usa
14040059;"Tubo Estructural  5/8""X2X 6 ";;;;Simple;No usa
14040060;Bacha Para Alimentación ;De Acero Inoxidable;;;Simple;No usa
14040061;Caño Hg 45Mm X 2Mm;;;;Simple;No usa
14040062;Grampas p/ Fijar Tela;Anti Pájaro;;;Simple;No usa
14040063;Cupla Jp-Rh Para Platinas ;;;;Simple;No usa
14040064;Fijación De Platina C-R Macho;P/Pisos De Lechon;;;Simple;No usa
14040065;Boyero ;;;;Simple;No usa
14040066;Traba Mangos P/Desarme Cort.;Cortinas;;;Simple;No usa
14040067;Caño Pvc 75Mm 2.2 Reforzado K6;;;;Simple;No usa
14040068;Tejido Olimpico X Rollo ;;;;Simple;No usa
14040069;Manguera Para  Hidro 20 Mts ;;;;Simple;No usa
14040070;Chupete Pico  Pato Para Madre ;;;;Simple;No usa
14040071;Dosificadores P. Alimentos ;Abrazadera 51-64;;;Simple;No usa
14040072;Fijaciones Doble U ;(Maternidad);;;Simple;No usa
14040073;Turbina Impulsora 100W.; Q 2,2-4P;;;Simple;No usa
14040074;Piso Para Lechón;;;;Simple;No usa
14040075;"Grampas U Bolt  2 1/2"" R 5/16""";Mas Tuerca Y arand.;;;Simple;No usa
14040076;"Grampas U Bolt  3"" R 3/8"" ";Mas Tuerca Y Arand.;;;Simple;No usa
14040077;Chapa Acanaladas P/ Tanque; De Reserva;;;Simple;No usa
14040078;"Grampas U Bolt 1"""; C/ Tuercas Y Arand.;;;Simple;No usa
14040079;Frente De Jaula Fondo Metál.; Hg 0,50X1,80;;;Simple;No usa
14040080;Comederos Para Jaulas ;De Maternidad;;;Simple;No usa
14040081;Slat De Hormigón2,50X0,50X0,10;Parta Engorde;;;Simple;No usa
14040082;Slat De Hormigón 2 X 33 X 9,5 ;Cachorrera ;;;Simple;No usa
14040083;Slat De Hormigón2,40X0,60X12 ;Gestación 2 ;;;Simple;No usa
14040084;Slat De Hormigón3,06 X1,05X9,5;Gestación 1;;;Simple;No usa
14040085;Motor  - 0,5Hp;;;;Simple;No usa
14040086;Motor - 1,5Hp;;;;Simple;No usa
14040087;Panel Lateral Para Jaula ;Gestación ;;;Simple;No usa
14040088;Puerta Delantera C/Pernos  ;P Jaulas Gestación;;;Simple;No usa
14040089;Puerta Traseras C/Pernos  ;P. Gestación;;;Simple;No usa
14040090;CañoDescarga De Alimento; Ø63Mm;;;Simple;No usa
14040091;Escopeta Pvc P/ Bajada De Alim; Gestación;;;Simple;No usa
14040092;Placas De Policarbonato ;;;;Simple;No usa
14040093;Batea De Gestac. Tramos 3000Mm;Gestación;;;Simple;No usa
14040094;Batea De Gestac. Tramos 1800Mm;Gestación;;;Simple;No usa
14040095;Batea De Gestac. Tramos 600Mm;Gestación;;;Simple;No usa
14040096;Union De Bateas ;;;;Simple;No usa
14040097;Tapa para Batea;;;;Simple;No usa
14040098;Curva Pvc Ø55 X 30° 1,5 Mts.;;;;Simple;No usa
14040099;Caño Pvc P/ Alimentos Ø55 ;Blanco;;;Simple;No usa
14040100;Caño Pvc P/ Alimentos Ø75 ;Blanco;;;Simple;No usa
14040101;Dosificadores Five;;;;Simple;No usa
14040102;Bandejas P/ Alim. 3000Mm ;Inoxidable;;;Simple;No usa
14040103;Unión De Bandejas Inox.;;;;Simple;No usa
14040104;Tapa Para Bandeja Inox.;;;;Simple;No usa
14040105;"Extractores  Fibra 54"" C/Cono";;;;Simple;No usa
14040106;Tubo Bajada De Agua X 60 Cnt. ;Largo ;;;Simple;No usa
14040107;Motoreductor  1Hp 380V.;;;;Simple;No usa
14040108;Tubo Gestación 2 Niple L600;;;;Simple;No usa
14040109;Comedero 8X2 Para Recría ;;;;Simple;No usa
14040110;Grampas -Tubos De Agua Gest.;"1/4"" X 45Mm";;;Simple;No usa
14040111;"Persiana Extractor 56"" ";Agromarau Gsi ;;;Simple;No usa
14040112;Frente Para Parideras ;;;;Simple;No usa
14040113;Cortinas Para Tunel 11 Mts. ;Por 2,20 De Ancho ;;;Simple;No usa
14040114;Grampas p/bajada de agua;Parideras;;;Simple;No usa
14040115;Bajadas de agua p/parideras;Parideras;;;Simple;No usa
14040116;Lámparas infrarrojas 250 W.;;;;Simple;No usa
14040117;Servicios Mant Perforaciones;;;;Simple;No usa
14040118;Cortina sanitaria ;;;;Simple;No usa
14040119;Caño hg 33mm x 2;;;;Simple;No usa
14040120;Caño hg 33mm x 3 mm;;;;Simple;No usa
14040121;Tela mosquitera;;;;Simple;No usa
14040122;"Planchuela 1/2"" x 0.32mm";;;;Simple;No usa
14040123;Planchuela 2.1/2”x 3.96 mm ;;;;Simple;No usa
14040124;Angulo 1 ½”x 1 ½” x ¼” espesor;;;;Simple;No usa
14040125;Estopa ;;;;Simple;No usa
14040126;Goma en plancha c/ tela 2mmx1;;;;Simple;No usa
14040127;Caño PVC K10 110mm ;;;;Simple;No usa
14040128;Codo PVC 90º 110mm;;;;Simple;No usa
14040129;Vidrio p/ ventana ;;;;Simple;No usa
14040130;Picaporte;;;;Simple;No usa
14040131;Aceite lubricante p/ roldanas;;;;Simple;No usa
14040132;Válvula de palanca manual ;;;;Simple;No usa
14040133;Hierro Liso ø20mm x12 mts;;;;Simple;No usa
14040134;Tubo plástico cristal ;Pun-H-8x1.25-bl;;;Simple;No usa
14040135;Tanque tricapa 200 lt;;;;Simple;No usa
14040136;Cortina black out ;;;;Simple;No usa
14040137;Cortina panel ;;;;Simple;No usa
14040138;Cortina blanca;;;;Simple;No usa
14040139;Malacate manual Mmw725kg;;;;Simple;No usa
14040140;Polea de fundición ø 90 mm;;;;Simple;No usa
14040141;Malla sima elec. ;ø6mm 15-15comp 6x2,4;;;Simple;No usa
14040142;Hierro Nervado ø8mm; ;;;Simple;No usa
14040143;Horas máquina ;;;;Simple;No usa
14040144;Pegamento p/ cerámica ;;;;Simple;No usa
14040145;Pastina blanca;;;;Simple;No usa
14040146;Ángulo 1”x1”x1/8”      ;;;;Simple;No usa
14040147;Chupete pico biteball madre ;;;;Simple;No usa
14040148;Ionizador p/ cisterna;;;;Simple;No usa
14040149;Kit de react. x100 det. ;Cloro libre;;;Simple;No usa
14040150;"Tubing 2 7/8"" x 6.4Mts.";;;;Simple;No usa
14040151;"Persiana metalica p/ extr 50""";Apert. y cierre aut.;;;Simple;No usa
14040152;Electroválvula ¾”-220v.;;;;Simple;No usa
14040153;Conjunto de riego;;;;Simple;No usa
14040154;Chimenea p/ caldera ;;;;Simple;No usa
14040155;Gasto de Decoración ;;;;Simple;No usa
14040156;Placa caída de cortina ;;;;Simple;No usa
14040157;Lockers ;;;;Simple;No usa
14040158;Turbina Impulsora 5032/200;16x200;;;Simple;No usa
14040159;Perfil aluminio 16x16mm x2.5mt;;;;Simple;No usa
14040160;Escritorio;;;;Simple;No usa
14040161;Babero blanco p/ cortina ;;;;Simple;No usa
14040162;Pantalla galponera alum. 30 cm;;;;Simple;No usa
14040163;Slat de Hormigón 1.2x0.6 x0.1;Gestación 2 ;;;Simple;No usa
14040164;Chapa zinc T101 C25X2,50mts;;;;Simple;No usa
14040165;Display cont. Rotem ac-2000 ;;;;Simple;No usa
14040166;Riel p/ cortina black out;comedores;;;Simple;No usa
14040167;Perfil C 100x6mts galvanizado;;;;Simple;No usa
14040168;Chapa zinc C25x3,5mts ;;;;Simple;No usa
14040169;Puerta aluminio 90x2 mts;derecha;;;Simple;No usa
14040170;Puerta aluminio 100x2 mts;Derecha;;;Simple;No usa
14040171;Cielo raso pvc ;Derecha;;;Simple;No usa
14040172;Lona p/ cortinas ;FCH;;;Simple;No usa
14040173;Extractor 40x40, 1400rpm;Entrada 220;;;Simple;No usa
14040174;Slat De Hormigón 2 x 33 x 0.09; Gestacion 3;;;Simple;No usa
14040175;Malla elect. 40x40 galvanizada;;;;Simple;No usa
14040176;Membrana ;;;;Simple;No usa
14040177;Sistema de levante p/ cortinas;comedores;;;Simple;No usa
14040178;Puerta placa 80 cm ;Derecha;;;Simple;No usa
14040179;Puerta inyectada 80 cm;Izquierda;;;Simple;No usa
14040180;Rollo aislante térmico 10mm (doble aluminio);;;;Simple;No usa
14040181;Perfil galvanizado 25x14mts;;;;Simple;No usa
14040182;Lona p/ embudo PAB;FCH;;;Simple;No usa
14040183;"Caño HG 1/2""";;;;Simple;No usa
14040184;Palita p/ Alimento; ;;;Simple;No usa
14050001;Termómetro de máxima y mínima;;;;Simple;No usa
14050002;Cinta métrica;;;;Simple;No usa
14050003;"Caudalímetro rosca 1""";;;;Simple;No usa
14050004;Kit Luxómetro+ Anemómetro+ Decibelímetro Ut353;;;;Simple;No usa
14060001;Árido x metro ;;;;Simple;No usa
14060002;Viruta fina p/construcción;;;;Simple;No usa
14070001;Interruptor Dif. Disyuntor 63A;Tetrapolar ;;;Simple;No usa
14070002;Interruptor Dif.Disyuntor 40A;Tetrapolar ;;;Simple;No usa
14070003;Contactor  - Lc1D25M7 25A.;Schneider;;;Simple;No usa
14070004;Guarda Motor  Gv2 Me06;Schnaider;;;Simple;No usa
14070005;Fichas Indus.Steck Macho 32 A ;Industrial;;;Simple;No usa
14070006;Fichas Hembra Steck 32 AX5P ; 4L+1T (Industrial) ;;;Simple;No usa
14070007;Arrancador Ps 660-600-70 Abb ;Suave;;;Simple;No usa
14070008;Relee Sobre Carga Weg Rrw17D;;;;Simple;No usa
14070009;Termostato Th5-20;;;;Simple;No usa
14070010;Protector Sobre Tension Cpt  ;Tipo 2+1 40K 230V N ;;;Simple;No usa
14070011;Guarda Motor Gv2-Po8 2,5-4Amp.;Schneider ;;;Simple;No usa
14070012;Fusible Baja Tension Nh000X50A;;;;Simple;No usa
14070013;Fusible Baja Tension Nh-2X400A;;;;Simple;No usa
14070014;Fusible Baja Tension Nh-3X400A;;;;Simple;No usa
14070015;Fusible Baja Tension Nh 2X200A;;;;Simple;No usa
14070016;Fusible Baja Tension Nh1 200A ;;;;Simple;No usa
14070017;Fusible Baja Tension Nt 1X160A;;;;Simple;No usa
14070018;Fusible  10 X 38 2A ;;;;Simple;No usa
14070019;Fusible Baja Tension Nt 00X80A;;;;Simple;No usa
14070020;Fusible Media Tension 3K ;;;;Simple;No usa
14070021;Fusible Media Tension 2K ;;;;Simple;No usa
14070022;Fusible Media Tension 10K ;;;;Simple;No usa
14070023;Fusible Media Tension 7K ;;;;Simple;No usa
14070024;Fusible Media Tension Xs 15K ;;;;Simple;No usa
14070025;Fusible Baja Tension Nh3 X400A;;;;Simple;No usa
14070026;Fusible Baja Tension Nh-2X225A;;;;Simple;No usa
14070027;Fusible Baja Tension-Nt000X80 ;;;;Simple;No usa
14070028;Fusible 5X20 Mm 3,15Amp.;;;;Simple;No usa
14070029;Fusible 6X30 Mm Vidrio ;;;;Simple;No usa
14070030;Contactor Af52-30-00-41 24-60V;50/60Hz ;;;Simple;No usa
14070031;Capacitor Lm40 12,5W X 400V ;;;;Simple;No usa
14070032;"Portalampara Ceramico 5/8""";C/ casquillo alum.;;;Simple;No usa
14070033;Interruptor Termomag. 4XB10 A;;;;Simple;No usa
14070034;Contactor Auxiliar ;Abb;;;Simple;No usa
14070035;Relé Abb 24Ac Cr-M024Ac4L  ;1Svr 405 613R 100 ;;;Simple;No usa
14070036;Descargador De Tensión Cpt40Ka;;;;Simple;No usa
14070037;Descargador De Tensión 80 Ka ; Suger ;;;Simple;No usa
14070038;Temporizador Chore Time ;;;;Simple;No usa
14070039;Termostato Máxima Y Mínima ;;;;Simple;No usa
14070040;Fusible T.E.A 2A 380V.;;;;Simple;No usa
14070041;Foto Celula ;;;;Simple;No usa
14070042;Peine Polar Abb X 3 ;;;;Simple;No usa
14070043;Sonda Termica Indiv;;;;Simple;No usa
14070044;Bornera De Conexión 4 Mm ;;;;Simple;No usa
14070045;Burbuja Cubre Lámpara ;;;;Simple;No usa
14070046;Cable Tpr 4 X2,5 Mm ;;;;Simple;No usa
14070047;Cable Tpr 7X1 Mm;;;;Simple;No usa
14070048;Cable Tpr 2X1,5 Mm X Mts;(Alargue);;;Simple;No usa
14070049;Cable Subterráneo  4 X 4 ;;;;Simple;No usa
14070050;Cable Desnudo Puesta  Tierra  ;X 10 Mts ;;;Simple;No usa
14070051;Gancho Porta Lámparas 3/8 ;;;;Simple;No usa
14070052;Fichas Hembra-10A Tres Patas ;;;;Simple;No usa
14070053;Tubo Fluorescente ;;;;Simple;No usa
14070054;Caño Eléctrico - 20 ;;;;Simple;No usa
14070055;Caño Eléctrico - 30 ;;;;Simple;No usa
14070056;Caño Eléctrico - 40 ;;;;Simple;No usa
14070057;Conectores P/Cajas  Pase 40Mm ;Goma;;;Simple;No usa
14070058;Cupla P/Conexiones Elect.20Mm ;;;;Simple;No usa
14070059;Cupla P/Conexiones Elect.16Mm ;;;;Simple;No usa
14070060;Cupla P/Conexiones Elect.32Mm ;;;;Simple;No usa
14070061;Curvas 25 Xc 90º ;;;;Simple;No usa
14070062;Terminal Ojal Conexión X185Mm ;1/2 ;;;Simple;No usa
14070063;"Jabalina 2,5 Mts 3/8"" A/Cu ";;;;Simple;No usa
14070064;Disyuntor Bipolar Ac 25A Abb ;;;;Simple;No usa
14070065;Bobina Para Contactor 16 A ;Abb ;;;Simple;No usa
14070066;Terminal Ojal Cobre  95/1/2 ;Estañado;;;Simple;No usa
14070067;Terminal Ojal Cobre Scc 35/2;Estañado;;;Simple;No usa
14070068;Terminal Ojal Cobre Secc.16Mm ;Estañado;;;Simple;No usa
14070069;Terminal Ojal Cobre Secc.50Mm;Estañado;;;Simple;No usa
14070070;"Termínales Ojo 3/8""  Nº 16 ";Estañado;;;Simple;No usa
14070071;Terminal Ojal Cobre Secc.25Mm ;Estañado;;;Simple;No usa
14070072;Termistol Para Roten ;;;;Simple;No usa
14070073;Punta Sonda Térmica ;;;;Simple;No usa
14070074;Peine Polar Pcz817004-400V.63A;;;;Simple;No usa
14070075;Fusible 10 X 38 6A;;;;Simple;No usa
14070076;Micro Switch Interruptor V-152;1,5 Tb-Cin;;;Simple;No usa
14070077;Arrancadores P/ Tubos ;;;;Simple;No usa
14070078;Bornera De Conexión 4Mmx3A ;En Block;;;Simple;No usa
14070079;Fusible Mini Muelita 5 Amp.;;;;Simple;No usa
14070080;Fichas Hembra16 A X 4P + 1T;Industrial ;;;Simple;No usa
14070081;Cable Tpr 4 X 4 Mm ;;;;Simple;No usa
14070082;Mango De Empalme Cobre X35 Mm ;Estañado;;;Simple;No usa
14070083;Mango De Empalme Cobre X25 Mm ;Estañado;;;Simple;No usa
14070084;Mango De Empalme Cobre X16 Mm ;Estañado;;;Simple;No usa
14070085;Cable Subt. 3X35Mm+1X16Mm ;Subterraneo ;;;Simple;No usa
14070086;Terminal Ojal Cobre Sec.C120Mm;(Cu/Sn) Estañado;;;Simple;No usa
14070087;Fusible Baja Tension Nt1 250A ;;;;Simple;No usa
14070088;Protector SobreTension2+1 40K ;Cpt  Tipo Cs1;;;Simple;No usa
14070089;Capacitor 18 Mf X 450V ;;;;Simple;No usa
14070090;Capacitor 18  Mf X 400V ;;;;Simple;No usa
14070091;Baristol 14 Dc 21K;;;;Simple;No usa
14070092;Disyuntor Diferencial 40 A ;Tetrapolar;;;Simple;No usa
14070093;Fusible Baja Tension Nh1X80A;500 V;;;Simple;No usa
14070094;Seccionador P/ Nh;;;;Simple;No usa
14070095;Cable Tpr 2 X 1Mm;;;;Simple;No usa
14070096;Alarmas X28 X 12V.;;;;Simple;No usa
14070097;Sirena 12 V. ;;;;Simple;No usa
14070098;Cooler 24 V.  9X9X2,5Cn;Para Soldadora;;;Simple;No usa
14070099;Termo Contraible 55/16;;;;Simple;No usa
14070100;Estabilizador Protec. Tensión;;;;Simple;No usa
14070101;Micro SwitchNc-Na250V X5A;Interruptores;;;Simple;No usa
14070102;Fusible Mini Muelitas 10A;;;;Simple;No usa
14070103;Fusible Mini Muelitas 20A;;;;Simple;No usa
14070104;Cajas De Pvc Aereas S/ Aplique;;;;Simple;No usa
14070105;Bastidor Triple Puntos ;;;;Simple;No usa
14070106;Selectora C/ Aro 2 Posiciones; Metálica ;;;Simple;No usa
14070107;"Conector Preensacable 5/8"" Bsp"; Rango 10-14Mm;;;Simple;No usa
14070108;Bornera De Conexión 35Mm;;;;Simple;No usa
14070109;Bornera De Conexión 10Mm;;;;Simple;No usa
14070110;Bornera De Conexión 06Mm;;;;Simple;No usa
14070111;Empalme Aislados X 1,5Mm;;;;Simple;No usa
14070112;"Prensa Cable  R- 5/8""";De Poliamida;;;Simple;No usa
14070113;Luz De Ojo Buey Color Verde;;;;Simple;No usa
14070114;Luz De Ojo Buey Color Amarillo;;;;Simple;No usa
14070115;Terminales Manguitos 2,5/4Mm;Empalme ;;;Simple;No usa
14070116;Terminales Mangos  Cobre 120Mm;Desnudo Estañado ;;;Simple;No usa
14070117;Cable Tpr 5 X 4 Mm ;;;;Simple;No usa
14070118;Fichas Industrial  Macho 32 A;Menenkes;;;Simple;No usa
14070119;Interruptor Termomag.3X C16 A;;;;Simple;No usa
14070120;Guarda Motor Abb  Ms116-1,6;;;;Simple;No usa
14070121;Relevo Térmico Abb Tf 65-67;;;;Simple;No usa
14070122;Transformador220-12+12V. 3Amp;Nielsen Corilux;;;Simple;No usa
14070123;Rele Extraíble, 4 Cont 5A ;Bobina 24V Ca;;;Simple;No usa
14070124;Zócalo P/Relé Auxiliar 4Co ;Montaje Din ;;;Simple;No usa
14070125;Conmut, Tranf.Autom.630A ;Tetrapolar Motoriz. ;;;Simple;No usa
14070126;Conmut, Tranf.Autom. 250A; Tetrapolar.Motoriz.;;;Simple;No usa
14070127;Interruptor Termomag. 4XC20A;;;;Simple;No usa
14070128;Cable Desnudo X 50Mm;;;;Simple;No usa
14070129;"Jabalina 1,5M X1/2"" Normaliz.";C/Toma Cable;;;Simple;No usa
14070130;Para Rayo Ipf 3P+N 20Ka ;A9L15693 Schneider;;;Simple;No usa
14070131;Contactor Aux.No-Nc Gvae11 X 1; Schnaider;;;Simple;No usa
14070132;Micro Switch Interrup10A No-Nc;Interruptores;;;Simple;No usa
14070133;Interruptor Termomag. 4X63A;;;;Simple;No usa
14070134;Cable Unipolar 10Mm ;Verde Amarillo;;;Simple;No usa
14070135;Fichas Hembra 16 A3P1L+1N+1T ;Industrial ;;;Simple;No usa
14070136;Rele Interface 6,2Mm250 V.; 6Amp. Relé 24V.;;;Simple;No usa
14070137;Temporizador De Arranque ;;;;Simple;No usa
14070138;Terminal Ojal Cobre Secc10Mm;Estañado;;;Simple;No usa
14070139;Bornera Puesta A Tierra 16Mm;;;;Simple;No usa
14070140;Cable Canal Ranurado 30X30;;;;Simple;No usa
14070141;Conector C/Der.p/Puesta Tierra;Con derivador ;;;Simple;No usa
14070142;Luminarias Perita Completa ;C/ Soportes Y Tulipa;;;Simple;No usa
14070143;Conector Deriv 0,50Mn X0,75Mm;Rojo;;;Simple;No usa
14070144;Conector Deriv.1Mm X 2,5Mm;Azul;;;Simple;No usa
14070145;Conector Deriv.4Mm X 6Mm;Amarillo;;;Simple;No usa
14070146;Relés Enchufable C/Zocalo 220V;;;;Simple;No usa
14070147;Zocalo Para Relé ;;;;Simple;No usa
14070148;Cable Plano  10 Conductores ;;;;Simple;No usa
14070149;Cable Plano  14 Conductores ;;;;Simple;No usa
14070150;Cable Plano  16 Conductores ;;;;Simple;No usa
14070151;Cable Plano  20 Conductores ;;;;Simple;No usa
14070152;Cable Tpr 2 X 2,5Mm;;;;Simple;No usa
14070153;Cable Unipolar 1,5Mm Marrón ;;;;Simple;No usa
14070154;Conectores P/Cajas Pase32Mm;;;;Simple;No usa
14070155;Curva Pvc Ø32Mm 90° ;P/Inst. Electricas ;;;Simple;No usa
14070156;Cable Unipolar P.A Tierra2,5Mm;Verde Amarillo;;;Simple;No usa
